danger_level,elevation,temperature,wind_speed,humidity,avalanche_act,snow_depth
60.0,2290,-14,7,48,0,6.872
60.0,2840,-10,34,56,1,10.56
60.0,2354,8,34,66,0,13.1
40.0,2650,0,23,65,1,10.84
40.0,2320,4,10,59,0,12.9
60.0,2200,-4,39,48,0,13.35
60.0,2465,15,15,60,0,15.92
60.0,2580,-29,8,66,0,13.1
60.0,2360,-7,22,54,0,6.069
40.0,2375,3,36,63,0,11.09
40.0,2600,-13,25,59,0,6.118
40.0,2680,-7,24,62,0,7.934
40.0,2605,-14,36,59,0,12.36
40.0,2580,-27,6,60,0,17.21
60.0,1970,-29,8,53,0,15.92
40.0,2439,4,10,50,0,12.64
40.0,2740,4,10,57,0,10.75
40.0,2542,8,40,60,1,10.78
40.0,2422,1,20,63,0,13.66
60.0,2490,-23,33,55,0,2.865
40.0,2542,8,40,52,1,11.22
60.0,2350,0,36,59,0,15.99
60.0,2500,-26,27,53,0,15.11
60.0,2460,-14,7,53,0,6.592
60.0,2587,-21,10,59,1,12.76
60.0,2499,-14,26,48,0,5.313
60.0,2379,-7,22,54,1,4.373
40.0,2139,-4,35,64,0,11.22
40.0,2390,13,35,57,0,8.75
40.0,2540,-16,16,63,0,14.89
40.0,2430,-4,35,61,0,4.373
60.0,2087,-34,13,63,0,13.84
60.0,2580,-32,27,54,1,12.77
40.0,2760,-31,7,58,0,6.659
40.0,2750,-30,9,60,0,6.939
60.0,2398,14,35,59,1,5.313
60.0,2545,-11,9,62,0,15.99
40.0,2480,-11,23,62,0,12.53
60.0,2470,-34,7,60,1,13.14
60.0,2110,-27,38,54,0,12.28
40.0,2450,4,10,56,0,5.141
40.0,2390,-27,6,61,0,14.24
40.0,2380,3,9,58,0,15.38
60.0,2495,-7,22,53,0,6.939
60.0,2470,-34,13,59,0,5.335
60.0,2500,15,15,54,0,12.64
60.0,2470,-32,27,66,1,5.929
40.0,2780,-7,24,65,0,2.169
40.0,2430,4,10,52,0,4.373
40.0,2265,-30,9,60,0,6.069
60.0,2221,-27,38,54,1,15.92
40.0,2230,-22,12,54,0,13.14
40.0,2469,-7,40,60,0,8.68
40.0,2470,8,40,61,1,3.836
60.0,2354,-29,8,54,0,3.602
60.0,2310,-23,33,63,0,15.92
40.0,2015,11,11,61,0,17.08
40.0,2550,-16,16,64,0,15.99
40.0,2370,-7,40,65,0,3.319
40.0,2365,3,36,54,0,8.14
60.0,2520,-29,8,57,0,9.01
40.0,2469,3,9,53,1,7.595
40.0,2469,11,11,65,1,16.02
40.0,2640,8,40,64,0,12.76
40.0,2447,-16,16,62,0,15.38
40.0,2439,15,19,60,0,5.141
60.0,2200,-11,9,59,0,5.313
40.0,2640,3,9,65,1,6.069
40.0,2570,15,19,67,0,17.21
40.0,2520,-7,34,59,0,12.5
40.0,2665,-7,24,50,0,3.932
60.0,1830,-28,14,48,0,10.68
40.0,2760,15,19,65,1,6.118
40.0,2395,1,20,58,1,3.908
60.0,2285,-32,27,66,0,5.984
40.0,2577,-11,10,65,0,12.64
40.0,2440,2,37,56,1,12.23
40.0,2640,-27,8,58,0,13.32
40.0,2395,-27,6,56,1,13.3
40.0,2448,15,19,61,0,12.23
60.0,2438,-14,7,68,1,7.927
60.0,2520,8,34,68,0,6.659
40.0,2450,-16,16,54,0,4.373
40.0,2450,11,11,50,1,3.286
60.0,2595,-11,36,66,0,12.09
60.0,2580,-29,8,64,0,15.99
40.0,2440,3,7,59,0,13.66
40.0,2660,3,9,62,0,15.58
40.0,2665,-22,12,60,0,6.868
40.0,2370,-7,40,59,1,13.03
40.0,2420,-20,11,57,0,5.313
40.0,2740,3,9,53,0,2.169
40.0,2487,-4,35,65,0,5.929
60.0,2380,-27,38,55,1,14.64
40.0,2520,-7,40,62,0,13.5
60.0,2506,-25,33,57,0,5.051
40.0,2270,-13,25,50,0,6.118
40.0,2265,-11,14,59,0,6.592
40.0,2740,2,37,59,0,9.21
60.0,2560,-8,12,65,0,7.468
60.0,2310,-14,26,66,1,17.26
40.0,2630,-7,24,52,0,10.56
40.0,2020,-27,6,62,1,16.12
40.0,2405,11,11,65,0,6.324
40.0,2415,3,9,59,1,6.872
60.0,2060,-4,39,56,1,12.5
40.0,2360,11,29,60,1,3.903
40.0,2180,-23,35,50,1,6.592
60.0,2313,-34,13,59,1,15.04
60.0,2560,-10,34,65,0,5.241
60.0,2470,15,9,48,0,15.7
60.0,2510,10,31,60,0,10.55
40.0,2710,-22,12,57,0,16.51
40.0,2640,-4,35,56,0,9.74
60.0,2495,0,36,60,0,6.395
40.0,2087,11,11,50,0,17.21
40.0,2650,11,11,61,1,12.09
60.0,2480,-32,27,58,1,12.9
40.0,2730,-4,35,58,0,12.69
40.0,1945,-20,11,50,0,7.595
60.0,2380,-14,7,68,0,12.09
60.0,2060,-14,7,62,1,2.446
40.0,2390,3,9,67,0,13.37
40.0,2400,0,23,62,0,13.19
40.0,2100,-16,16,57,0,6.939
40.0,2390,-16,16,63,0,12.28
40.0,2440,8,40,59,0,12.9
40.0,2525,-7,40,61,0,15.58
40.0,2750,-7,40,60,0,13.6
40.0,2555,3,36,50,0,16.39
60.0,2290,-34,13,55,1,11.63
40.0,2555,6,31,61,0,8.53
40.0,2660,15,19,57,0,9.21
40.0,2593,-13,25,60,0,15.25
60.0,2610,-32,27,54,0,16.51
40.0,2612,12,37,61,0,4.155
40.0,2400,-31,7,60,1,7.129
40.0,2550,2,37,64,0,15.45
40.0,2468,-27,6,50,0,7.934
40.0,2338,-31,31,63,0,12.9
40.0,2430,-23,35,56,0,13.3
40.0,2740,-7,24,53,0,12.9
40.0,2487,15,19,57,0,10.84
40.0,2320,-22,12,65,0,9.01
40.0,2395,3,9,52,1,6.069
60.0,2340,-26,27,60,0,6.069
40.0,2577,-20,11,63,0,6.659
40.0,2580,-20,11,58,0,12.76
40.0,2580,11,29,63,0,16.39
40.0,2420,6,31,67,0,10.84
40.0,2330,2,37,58,0,15.11
40.0,2200,-31,7,56,0,10.34
40.0,2360,15,19,65,0,9.94
40.0,2450,-7,40,59,0,5.317
40.0,2091,-7,16,56,0,10.7
60.0,2580,-11,9,64,0,10.55
40.0,2660,13,35,58,0,13.19
40.0,2540,-27,6,59,0,13.6
40.0,2442,-13,25,62,0,17.8
60.0,2285,-24,10,54,0,10.28
60.0,2050,-27,38,64,0,11.09
40.0,2630,11,11,67,0,15.92
40.0,2387,11,29,56,0,6.767
60.0,2290,-27,38,55,1,15.92
40.0,2468,8,40,57,0,10.84
60.0,2685,-23,33,64,0,12.39
40.0,2094,15,19,62,0,12.09
60.0,2475,-23,33,62,0,2.451
40.0,2415,3,9,56,0,11.63
40.0,2294,-20,11,56,1,15.51
40.0,2460,-22,12,61,0,9.47
40.0,2439,-7,16,63,0,3.932
40.0,2200,-7,40,58,0,4.373
40.0,2200,-22,12,50,0,5.051
40.0,2380,-20,11,52,0,13.84
60.0,2580,-21,10,59,1,15.31
40.0,2440,-27,6,54,0,9.88
60.0,2070,-34,7,48,1,4.507
40.0,2612,-20,11,59,0,8.76
40.0,2140,15,19,60,0,13.1
40.0,2450,2,37,50,0,10.78
40.0,2360,3,7,65,1,15.18
40.0,2520,-20,11,63,0,6.872
40.0,2605,2,37,65,0,12.43
40.0,2510,13,35,64,0,15.99
40.0,2365,13,35,65,0,14.64
40.0,2365,13,35,61,0,7.595
60.0,2140,-24,10,66,0,14.89
40.0,2360,-11,14,61,1,12.9
40.0,2525,9,16,52,0,7.595
40.0,2380,-16,16,56,0,12.5
40.0,2139,6,31,59,0,12.66
40.0,2394,-2,7,63,0,12.96
60.0,2310,13,27,53,1,2.451
40.0,2570,-27,6,50,0,16.12
60.0,2595,-10,34,64,0,7.729
40.0,2550,-7,24,58,0,5.241
40.0,2360,-31,31,56,1,11.46
60.0,2254,11,31,56,1,13.5
60.0,2350,-8,13,53,0,15.25
40.0,2160,-7,16,54,0,9.95
40.0,2495,-31,31,58,0,12.69
40.0,2365,3,36,60,0,15.99
40.0,2752,-2,33,60,0,3.568
60.0,2390,-27,38,66,1,17.26
40.0,2460,-7,24,50,0,11.01
40.0,2439,15,19,50,0,12.96
40.0,2394,-20,11,60,0,6.939
40.0,2710,-13,25,64,1,12.09
40.0,2520,-4,35,56,0,15.78
40.0,2730,-20,11,52,0,13.3
40.0,2580,13,35,64,0,12.37
60.0,2415,-29,8,66,0,3.595
40.0,2465,3,9,56,0,17.26
60.0,2241,-14,7,55,0,2.865
60.0,2040,-17,19,64,0,16.19
60.0,2130,-26,27,55,0,12.39
60.0,2490,-4,39,55,0,6.659
40.0,2570,2,37,54,0,14.84
40.0,2400,-11,10,62,0,12.09
40.0,2680,2,37,60,0,8.14
60.0,2250,-21,10,58,0,15.99
40.0,2447,-13,25,59,0,5.044
60.0,2221,-32,27,54,1,15.38
40.0,2540,0,23,58,0,8.75
40.0,2495,-2,7,56,0,15.7
40.0,2170,-7,40,57,0,13.37
60.0,2540,8,34,63,0,15.92
40.0,2520,-4,35,60,0,16.19
40.0,2560,-16,16,54,0,14.84
60.0,2360,-17,19,54,0,10.75
40.0,2760,-20,11,52,0,9.01
40.0,2360,-7,24,61,0,16.25
40.0,2500,-27,8,65,0,12.76
40.0,2469,13,35,57,0,12.22
40.0,2447,13,35,50,0,12.26
40.0,2460,3,9,61,0,15.25
40.0,2080,3,9,57,0,13.77
60.0,2140,-29,8,63,0,11.09
40.0,2550,-4,35,62,0,5.866
40.0,2375,-20,11,53,0,6.939
60.0,2525,-32,27,66,0,15.91
60.0,2110,-11,36,60,0,13.66
40.0,2478,13,35,60,1,13.66
40.0,2020,2,37,56,1,12.9
40.0,2140,-13,25,63,0,4.512
40.0,2447,8,40,63,0,12.66
60.0,2470,-17,19,54,1,15.45
60.0,2221,-24,10,58,1,10.84
40.0,2680,-20,11,57,0,13.14
60.0,2195,-11,36,63,0,3.702
40.0,2470,-7,24,61,1,12.66
60.0,2175,-34,13,56,1,5.59
40.0,2480,-11,23,60,0,15.44
60.0,2520,-27,38,58,0,17.62
60.0,2495,-10,34,55,0,12.39
40.0,2422,11,11,61,0,8.14
40.0,2568,2,37,65,0,16.39
40.0,2320,11,11,50,0,6.391
60.0,2460,0,36,59,0,4.512
60.0,2540,-32,27,55,0,6.939
60.0,1970,-4,39,59,0,5.921
40.0,2644,-16,16,58,0,13.03
40.0,2200,-32,7,65,0,12.36
40.0,2442,3,36,60,0,15.92
40.0,2470,-27,6,65,0,12.9
40.0,2478,3,7,57,1,7.595
60.0,2505,-14,26,54,1,12.23
40.0,2688,-27,6,59,0,9.01
40.0,2450,3,7,50,0,16.19
60.0,2110,10,31,63,0,12.28
60.0,1950,-11,30,54,1,12.79
40.0,2370,11,11,61,0,12.56
60.0,2310,-8,12,53,1,10.56
40.0,2447,-7,24,62,0,2.169
40.0,2500,-20,11,50,0,13.6
60.0,2650,-34,13,57,1,13.03
40.0,2380,-16,16,61,0,16.19
60.0,2490,-27,38,65,0,13.37
60.0,2595,-29,8,62,0,15.11
60.0,1966,-27,38,64,0,15.51
40.0,2618,-2,33,57,0,12.76
60.0,2475,-11,30,60,0,4.155
40.0,2500,-16,16,54,0,12.09
40.0,2380,-13,25,57,0,3.602
60.0,2335,-23,33,54,1,14.64
40.0,2500,4,10,63,0,15.99
40.0,2245,-4,35,61,0,8.68
60.0,2670,-23,33,64,0,12.36
60.0,2285,-34,13,55,1,15.04
40.0,2410,-7,40,50,1,12.59
60.0,2410,-21,10,57,0,12.28
60.0,2480,-4,39,54,1,5.313
40.0,2595,2,37,58,0,2.451
40.0,2340,-2,33,52,0,12.64
60.0,2354,-28,14,54,0,4.645
40.0,2360,11,29,57,0,12.9
40.0,2490,-30,9,57,0,13.84
40.0,2480,11,11,62,0,3.252
40.0,2710,-11,14,67,0,15.11
60.0,2167,-7,22,68,0,16.12
40.0,2492,-7,40,56,0,13.1
40.0,2442,-13,25,60,0,15.04
40.0,2450,-13,25,62,0,12.63
40.0,2612,0,23,50,0,10.28
40.0,2490,-31,31,57,0,1.696
40.0,2450,-30,9,53,0,8.87
40.0,2529,-22,12,60,0,5.59
60.0,2599,-8,13,55,0,13.03
60.0,2525,-21,10,63,0,10.49
60.0,2585,15,15,60,0,12.26
40.0,2487,-27,6,61,0,13.03
40.0,2670,-31,31,56,0,12.69
40.0,2400,-4,35,67,1,6.395
60.0,2415,-13,12,48,0,2.446
60.0,2465,15,36,68,0,5.044
40.0,2400,-16,16,50,1,3.113
60.0,2495,-17,19,58,0,6.592
60.0,2610,-27,38,54,1,10.78
40.0,2620,3,9,57,0,5.051
60.0,2770,-17,19,48,1,16.86
40.0,2442,4,10,61,0,15.99
40.0,2050,-27,6,58,0,7.927
40.0,2424,-7,24,58,0,12.31
40.0,2465,12,16,64,0,11.46
40.0,2338,-22,12,59,0,9.88
40.0,2595,-4,35,61,0,5.313
40.0,2294,-16,16,65,1,10.02
40.0,2340,-13,25,57,0,12.69
40.0,2480,15,19,59,0,2.836
40.0,2460,-16,16,50,0,6.118
60.0,2525,-34,13,58,0,12.64
40.0,2580,3,7,62,0,12.37
40.0,2585,13,35,61,0,4.713
40.0,2730,-27,6,63,0,12.5
40.0,2430,-4,35,50,0,15.48
40.0,2450,-20,11,58,0,17.62
60.0,2560,-29,8,63,0,15.99
40.0,2355,15,19,57,1,15.78
40.0,2385,13,35,50,0,11.89
40.0,2510,-20,11,54,0,13.16
40.0,2762,-27,8,50,0,9.94
60.0,2573,-14,7,63,0,11.89
40.0,2015,6,31,62,0,3.505
60.0,2560,-24,10,48,0,13.37
60.0,2261,-21,10,53,1,12.26
60.0,2482,-10,34,55,0,5.59
40.0,2490,-7,40,62,0,8.87
40.0,2710,4,10,57,0,6.939
60.0,2220,15,15,63,0,17.8
40.0,2480,15,19,62,0,13.3
40.0,2580,3,9,62,0,17.08
40.0,2500,-31,7,62,0,15.92
60.0,2270,-7,22,63,0,10.28
60.0,2390,-17,19,57,1,5.929
40.0,2091,-7,24,50,0,2.446
40.0,2600,-27,6,52,0,13.3
60.0,2599,-23,33,63,0,15.78
40.0,2660,2,37,60,0,3.286
60.0,2490,-7,22,63,0,9.01
60.0,2770,-11,36,59,1,16.12
40.0,2585,-27,6,61,0,12.59
40.0,2586,-22,12,61,0,5.335
40.0,2442,-20,11,61,0,15.92
40.0,2570,8,40,54,0,17.9
40.0,2469,-24,36,50,0,14.84
40.0,2447,-22,12,57,0,17.08
40.0,2380,-7,24,58,0,5.787
60.0,2560,-24,10,57,1,12.23
40.0,2311,-27,6,56,0,3.505
40.0,2750,8,40,61,0,10.49
40.0,2740,-22,12,52,0,11.46
60.0,2680,-29,8,55,0,11.22
60.0,2600,-34,7,55,0,13.03
60.0,2380,-14,7,55,1,12.56
60.0,2505,-26,27,54,0,14.89
60.0,2060,-13,12,62,1,15.31
40.0,2494,13,35,60,0,8.14
40.0,2439,-20,11,63,0,15.92
60.0,2270,-27,38,53,0,8.75
60.0,2482,-7,22,65,0,9.01
40.0,2680,8,24,60,0,2.451
40.0,2586,-7,24,63,0,12.23
40.0,2100,2,37,60,0,11.42
60.0,2480,-23,33,56,0,15.25
60.0,2060,15,15,59,1,15.04
40.0,2640,-23,35,61,0,12.22
60.0,2310,0,36,62,0,16.19
40.0,2670,1,20,67,0,8.14
60.0,2365,-25,33,58,0,15.92
60.0,2100,15,36,55,0,13.32
40.0,2430,15,19,59,0,12.96
40.0,2447,8,40,60,0,15.25
60.0,2520,-23,33,55,0,5.044
60.0,2300,-4,39,55,0,12.77
40.0,2420,-27,6,65,0,12.09
40.0,2520,-4,35,59,0,10.55
60.0,2505,-11,30,53,0,12.39
60.0,2130,-11,9,53,0,15.99
40.0,2520,8,24,59,0,15.25
40.0,2030,2,37,62,0,9.88
40.0,2665,3,9,60,0,15.92
60.0,2580,-21,10,54,0,3.908
60.0,2280,-29,8,63,0,17.26
40.0,2480,-7,24,67,0,3.113
40.0,2510,-11,23,58,0,15.62
40.0,2430,-4,35,50,0,15.7
40.0,2213,4,10,60,0,10.56
40.0,2665,-22,12,57,0,1.696
40.0,2620,-20,11,59,0,7.468
40.0,2520,11,11,62,0,13.44
40.0,2447,-27,6,59,0,16.19
40.0,2500,8,24,64,0,15.92
60.0,2670,-7,22,59,0,13.6
60.0,2335,0,36,55,1,4.535
60.0,2500,-25,33,54,0,10.84
40.0,2586,-14,36,62,0,15.18
40.0,2620,8,24,50,0,2.865
60.0,2800,-7,22,55,0,15.31
40.0,2492,-2,7,50,0,4.155
40.0,2330,-7,40,62,0,13.03
40.0,2495,3,9,57,0,8.87
40.0,2540,-14,36,67,0,3.595
40.0,2525,4,10,52,0,10.55
60.0,2130,-26,27,59,0,12.9
40.0,2670,11,11,58,0,4.709
40.0,2670,12,16,61,0,12.31
40.0,2600,11,11,57,0,15.92
60.0,2380,-11,36,48,0,7.468
60.0,2470,-4,39,58,0,16.02
40.0,2470,8,24,62,0,5.313
40.0,2520,-7,24,54,0,12.09
40.0,2670,8,40,58,0,4.579
60.0,2365,-27,38,66,0,13.77
60.0,1955,-11,36,63,0,15.92
60.0,2560,0,36,55,1,5.866
40.0,2415,12,16,60,1,12.28
40.0,2400,-2,33,56,0,10.02
60.0,2440,-7,22,68,1,15.11
40.0,2586,-31,7,65,0,15.58
40.0,2630,-31,31,57,0,5.317
40.0,2375,-27,6,65,0,12.12
40.0,2586,-22,12,57,0,13.5
40.0,2580,-20,11,57,0,13.5
40.0,2412,-2,7,64,0,10.75
40.0,2670,-11,14,60,0,12.49
60.0,1955,-8,12,54,0,15.85
60.0,2590,-24,10,65,1,9.47
40.0,2680,12,16,65,1,5.866
60.0,2175,-26,27,58,1,9.21
40.0,2430,-7,34,57,0,3.319
60.0,2520,-7,22,57,1,12.69
40.0,2469,-22,12,53,0,10.28
60.0,2280,-29,8,55,1,12.49
40.0,2760,-31,7,50,0,13.3
40.0,2460,13,35,65,0,13.66
60.0,2241,-4,39,58,0,8.47
40.0,2447,-11,23,56,0,12.56
40.0,2475,3,7,57,0,10.56
40.0,2387,11,29,62,0,10.55
40.0,2447,11,11,63,0,12.63
40.0,2400,-22,12,50,0,6.063
40.0,2091,13,35,61,0,13.7
60.0,2130,-10,34,54,0,14.54
60.0,2398,-11,30,65,1,4.645
60.0,2354,-4,39,62,0,12.9
40.0,2478,0,23,57,1,9.47
60.0,2354,-23,33,58,0,10.62
60.0,2310,-14,7,68,0,6.069
40.0,2660,4,10,56,0,4.794
40.0,2380,-7,24,57,0,15.25
60.0,2350,-11,9,54,0,4.311
60.0,2480,10,31,54,1,11.69
40.0,2440,-13,25,50,0,3.433
40.0,2620,-7,40,63,0,4.794
40.0,2080,13,35,50,0,6.659
40.0,2529,-13,25,56,0,7.468
60.0,2320,-8,13,63,0,5.335
60.0,2210,-7,22,54,1,6.395
60.0,2240,-4,39,59,0,8.53
40.0,2460,11,11,57,0,12.31
40.0,2770,-27,6,52,0,12.26
40.0,2447,-27,6,65,0,3.602
40.0,2300,-22,12,56,0,9.74
60.0,2367,15,9,60,1,13.32
60.0,2480,-34,13,56,0,6.659
60.0,2220,-17,19,63,0,3.568
40.0,2600,-13,25,65,0,15.99
40.0,2355,15,19,65,1,14.64
40.0,2460,-7,40,64,0,5.59
40.0,2660,12,37,59,0,10.56
40.0,2265,-11,10,53,0,2.451
40.0,2762,-23,35,56,0,12.26
40.0,2447,-20,11,59,0,6.659
40.0,2665,3,9,60,0,15.58
40.0,2448,-31,31,57,0,13.14
40.0,2495,-27,8,56,0,8.68
40.0,2525,-22,12,61,0,10.7
40.0,2520,-16,16,50,0,13.03
60.0,2110,-10,34,62,0,17.26
40.0,2520,-27,6,54,0,12.22
40.0,2740,-4,35,62,0,10.75
40.0,2750,-31,31,50,0,6.872
40.0,2442,3,9,53,0,14.64
60.0,2420,-14,7,65,0,17.9
40.0,2447,-30,9,52,0,15.11
40.0,2395,-22,12,62,1,8.14
60.0,2240,14,35,57,0,12.49
40.0,2560,-31,31,67,0,4.507
60.0,2480,-14,7,63,1,15.58
40.0,2355,11,11,62,1,15.66
40.0,2880,2,37,59,0,5.313
40.0,2194,-7,24,50,0,10.49
40.0,2480,-20,11,63,0,5.866
40.0,2560,15,19,50,0,15.11
40.0,2752,12,37,50,0,15.92
60.0,2215,-8,12,57,1,5.313
40.0,2338,3,9,57,0,8.14
40.0,2740,-16,16,62,0,15.58
40.0,2715,3,7,57,0,4.507
60.0,2130,-32,27,63,1,14.84
40.0,2220,-16,16,53,0,10.62
40.0,2520,-20,11,57,0,3.836
40.0,2478,-20,11,59,1,4.512
40.0,2311,8,40,52,0,12.28
60.0,2472,-32,27,63,0,3.702
40.0,2380,11,29,67,0,3.568
40.0,2685,-13,25,65,0,9.0
40.0,2415,15,19,56,1,8.53
40.0,2442,0,23,60,0,17.8
60.0,2466,-14,26,60,0,5.984
40.0,2350,6,31,65,0,13.03
60.0,2090,-24,10,53,0,16.63
60.0,2090,-4,39,68,0,10.28
40.0,2670,2,37,60,0,6.939
60.0,2480,-17,19,54,0,4.373
40.0,2050,-2,7,65,0,6.767
40.0,2465,-7,16,57,0,9.95
40.0,2585,-16,16,54,0,17.39
40.0,2410,-22,12,58,1,15.25
40.0,2447,3,9,52,0,6.868
40.0,2710,-2,7,58,1,3.932
40.0,2750,-4,35,58,0,15.45
40.0,2420,4,10,50,0,3.836
40.0,2510,-16,16,53,0,17.21
40.0,2091,13,35,56,0,3.903
60.0,2499,-32,27,68,0,10.05
60.0,2254,-23,33,63,1,6.872
60.0,2310,-21,10,62,0,8.47
60.0,2305,0,36,60,1,11.49
40.0,2470,-11,23,57,0,13.19
40.0,2752,-4,35,54,0,3.702
60.0,2495,-26,27,64,0,13.03
40.0,2680,-31,7,65,0,12.56
40.0,2410,-7,40,60,1,12.53
60.0,2560,-11,36,55,1,10.84
40.0,1900,-7,24,60,1,4.507
60.0,2500,-10,34,63,0,12.37
60.0,2520,-23,33,66,0,15.25
40.0,2492,11,11,58,0,16.12
40.0,2480,-4,35,61,0,10.7
40.0,2395,-7,16,52,1,13.6
60.0,2508,-25,36,68,0,17.8
60.0,2482,-13,12,55,0,4.535
60.0,2210,-32,27,65,1,11.89
40.0,2465,0,23,50,0,5.317
40.0,2510,4,10,52,0,15.7
40.0,2442,-16,16,60,0,13.3
60.0,2560,-34,13,54,0,12.56
40.0,2580,-7,40,50,0,13.14
40.0,2752,-7,40,52,0,5.241
40.0,2520,-16,16,56,0,2.836
40.0,2480,-27,6,59,0,12.69
40.0,2415,-11,23,62,0,15.78
40.0,2338,-22,12,62,0,10.78
60.0,2500,-10,34,63,0,12.02
40.0,2360,-20,11,59,0,7.468
40.0,2665,3,9,58,0,13.19
40.0,2422,8,40,61,0,10.05
60.0,2130,-34,13,55,0,15.44
40.0,2330,4,10,52,0,11.89
60.0,2225,-34,13,63,0,4.579
40.0,2400,-32,7,50,0,6.872
40.0,2760,15,19,54,1,3.702
40.0,2330,-7,40,59,1,1.696
40.0,2580,13,35,62,0,13.32
40.0,2424,3,36,56,0,16.39
40.0,2180,12,37,53,1,3.602
60.0,2470,14,35,56,0,6.659
40.0,2140,-7,16,57,0,13.32
40.0,2618,2,37,54,0,15.25
60.0,2300,-7,22,68,0,13.3
40.0,2710,-31,31,65,0,5.241
40.0,2762,-7,40,61,0,14.89
40.0,2140,11,11,58,0,12.66
40.0,2447,-31,31,65,0,3.113
40.0,2425,2,37,61,1,10.56
40.0,2965,-13,25,61,0,11.77
60.0,2410,-17,19,58,1,12.64
60.0,2247,14,35,54,0,12.66
40.0,2585,-22,12,60,0,15.92
40.0,2380,15,19,62,0,9.88
60.0,2685,-29,8,68,0,10.34
60.0,2480,-8,13,54,1,5.335
40.0,2586,3,9,67,0,3.702
40.0,2560,-7,24,56,0,12.9
60.0,2110,-27,38,64,0,5.051
60.0,2240,-4,39,64,0,6.868
60.0,2417,10,31,57,0,6.872
40.0,2160,-24,36,54,0,9.21
40.0,2460,-22,12,63,0,11.63
40.0,2640,-4,35,61,0,5.921
40.0,2465,-4,35,56,0,12.36
40.0,2465,-22,12,59,0,10.62
40.0,2770,-20,11,67,0,5.59
40.0,2525,15,19,56,0,12.26
40.0,2390,-31,31,58,0,13.1
40.0,2600,11,29,50,0,12.12
40.0,2635,2,37,50,1,3.595
40.0,2510,13,35,56,0,10.75
60.0,2240,-29,8,54,0,11.01
60.0,2195,-4,39,55,0,10.28
60.0,2450,-27,38,63,0,5.313
40.0,2405,-7,40,61,0,12.28
40.0,2470,12,37,61,0,6.872
40.0,2480,1,20,50,0,15.11
60.0,2070,-4,39,63,1,10.56
40.0,2660,13,35,50,0,9.0
40.0,2591,-4,35,50,0,2.613
40.0,2560,3,36,50,1,4.645
40.0,2620,-2,33,62,0,10.28
40.0,2290,-4,35,59,0,15.18
40.0,2403,-23,35,50,1,14.51
40.0,2139,-7,40,56,0,17.26
40.0,2245,-16,16,64,0,15.18
60.0,2300,-13,12,53,1,13.77
40.0,2680,-7,24,62,0,12.37
60.0,2480,-11,36,48,0,5.313
60.0,2100,-34,13,63,0,3.602
60.0,2435,-32,27,63,0,13.19
40.0,2450,-16,16,65,0,11.46
40.0,2640,11,29,59,1,12.63
40.0,2020,-7,40,62,1,16.12
40.0,2710,-22,12,57,0,14.04
60.0,2220,-7,22,65,0,12.5
40.0,2580,-13,25,58,0,6.872
40.0,2529,-7,24,50,0,15.44
40.0,2487,8,24,62,0,9.95
40.0,2520,8,40,61,0,4.645
40.0,2670,3,9,50,0,10.7
40.0,2635,-13,25,52,1,9.0
60.0,2410,15,15,63,0,10.34
60.0,2475,11,31,58,0,5.866
40.0,2460,-22,12,62,0,12.49
40.0,2450,-22,12,59,0,16.12
40.0,2469,-7,40,58,1,10.84
40.0,2470,13,35,54,0,12.09
60.0,2516,-7,22,64,0,6.6
40.0,2515,-32,7,63,0,12.5
40.0,2710,8,40,53,0,10.02
40.0,2480,-20,11,52,0,12.37
40.0,2500,-11,10,67,0,12.9
60.0,2840,15,15,65,1,6.34
60.0,2270,-24,10,56,0,4.311
60.0,2290,-29,8,54,1,12.43
40.0,2465,-14,36,61,0,9.21
60.0,2380,-21,10,58,1,3.932
40.0,2591,4,10,61,0,12.43
40.0,2320,-4,35,57,0,12.53
60.0,2560,-10,34,48,0,5.701
40.0,2470,2,37,59,1,11.01
40.0,2760,1,20,59,1,15.99
60.0,2515,-14,7,54,1,17.08
40.0,2904,-22,12,56,0,14.51
40.0,2422,-20,11,50,0,14.89
40.0,1800,-7,16,56,0,12.31
40.0,2405,-31,7,67,0,12.66
40.0,2555,9,16,57,0,13.66
60.0,2300,-32,27,58,0,13.03
40.0,2730,-22,12,58,0,5.241
40.0,2688,4,10,60,0,12.77
40.0,2586,11,29,58,0,14.64
40.0,2660,12,37,56,0,12.26
40.0,2462,-32,7,61,0,12.43
40.0,2430,-20,11,50,0,16.12
40.0,2710,12,37,62,0,10.78
40.0,2450,3,9,65,0,6.734
60.0,2460,0,36,54,0,12.9
60.0,2100,-24,10,63,0,6.659
40.0,2525,-7,40,56,0,15.51
40.0,2200,-31,31,58,0,4.574
60.0,2470,0,36,64,0,10.34
40.0,2360,-7,24,61,0,3.836
40.0,2750,-11,14,50,0,10.68
40.0,2040,-27,6,60,0,2.169
40.0,2180,-4,35,67,1,9.95
40.0,2540,-22,12,58,0,13.63
40.0,2600,-7,24,59,1,16.02
40.0,2350,2,37,50,0,12.28
40.0,2080,9,16,50,0,14.64
40.0,2540,13,35,62,0,12.9
40.0,2360,-4,35,61,0,16.63
40.0,2660,11,11,64,0,12.09
60.0,2270,-34,13,55,0,2.446
60.0,2525,-21,10,63,0,14.84
40.0,2640,-7,40,65,0,5.241
40.0,2410,-2,33,56,1,6.939
60.0,2233,-11,36,54,0,8.75
60.0,2261,-14,7,63,1,3.252
