Temperature (°C),Humidity (%),Precipitation (mm),Soil Moisture (%),Elevation (m),Landslide Risk Prediction
31,78,162,60,527,Low
33,88,38,81,506,Low
24,47,137,50,177,Low
32,34,233,30,179,Low
15,95,44,77,352,Low
22,69,105,44,201,Low
17,52,74,20,902,Low
34,71,249,74,39,Low
17,89,48,87,990,Low
26,52,141,29,602,Low
21,40,239,40,165,Low
24,45,90,49,694,Low
17,63,160,54,200,Low
30,62,250,58,557,Low
17,92,30,69,986,Low
19,53,98,88,966,Low
17,69,133,72,404,Low
18,56,38,84,264,Low
17,33,26,54,658,Low
20,94,43,44,805,Low
24,42,29,37,32,Low
24,50,225,65,384,Low
32,32,14,79,411,Low
19,74,57,74,801,Low
34,73,221,52,718,Low
33,58,86,29,15,Low
32,53,129,69,771,Low
25,39,137,76,757,Low
24,59,32,37,236,Low
18,58,20,82,650,Low
30,94,41,35,454,Low
15,80,92,26,566,Low
31,91,153,41,566,Low
27,73,50,80,343,Low
35,50,0,83,439,Low
31,35,67,64,148,Low
30,93,123,74,487,High
23,41,105,78,106,Low
21,30,137,82,726,Low
16,32,155,84,798,Low
31,76,49,31,225,Low
17,65,131,67,801,Low
24,35,189,67,357,Low
32,60,42,23,526,Low
15,58,54,38,760,Low
15,41,165,52,691,Low
15,60,127,87,694,Low
16,54,172,37,594,Low
21,94,48,88,765,Low
33,53,208,53,699,Low
31,34,65,62,449,Low
22,39,73,25,622,Low
19,78,176,83,3,Low
16,82,145,89,378,Moderate
21,37,0,62,601,Low
35,30,60,85,858,Low
17,68,19,23,228,Low
23,75,181,78,724,Moderate
28,86,211,67,317,Moderate
29,69,65,22,361,Low
17,57,245,49,195,Low
27,48,71,36,697,Low
18,58,153,31,34,Low
35,35,190,84,184,Low
25,89,165,78,816,High
20,72,190,30,593,Low
16,55,122,40,785,Low
15,32,75,52,148,Low
22,57,158,47,777,Low
22,51,113,75,654,Low
22,77,62,35,57,Low
27,38,213,65,189,Low
29,54,82,66,202,Low
34,36,114,67,874,Low
30,83,82,70,972,Moderate
26,37,105,74,59,Low
19,64,93,35,205,Low
30,80,143,62,251,Moderate
21,87,19,57,137,Low
32,56,150,34,805,Low
18,38,169,84,895,Low
19,71,194,24,384,Low
15,54,148,51,149,Low
25,30,121,67,266,Low
24,84,71,24,815,Low
22,84,86,66,760,Moderate
17,91,127,26,612,Low
17,57,223,81,209,Low
17,66,160,37,156,Low
35,63,121,40,623,Low
23,45,124,81,120,Low
23,94,248,59,902,Low
32,43,8,38,40,Low
23,92,133,88,287,Moderate
31,84,52,29,313,Low
23,33,75,30,409,Low
30,80,244,79,939,Moderate
26,84,248,67,850,Moderate
21,74,179,58,159,Low
26,86,0,84,95,Low
24,79,26,34,772,Low
32,47,120,64,283,Low
17,68,216,63,637,Low
32,88,81,45,36,Low
19,40,230,53,989,Low
27,47,6,67,327,Low
19,36,140,74,106,Low
25,74,77,61,341,Low
32,68,162,40,870,Low
27,92,28,65,520,Low
20,51,187,71,38,Low
19,55,30,47,930,Low
20,45,158,73,988,Low
26,85,45,29,254,Low
25,73,105,48,801,Low
24,91,148,25,200,Low
17,88,234,36,328,Low
27,33,240,39,417,Low
33,88,31,85,215,Low
29,88,149,70,221,Moderate
33,43,115,90,833,Low
26,57,125,27,615,Low
22,69,0,49,103,Low
22,55,51,72,642,Low
34,62,4,65,599,Low
26,37,104,81,938,Low
31,84,40,73,953,Low
28,72,133,42,999,Low
21,48,188,27,679,Low
30,73,125,24,865,Low
20,42,180,65,924,Low
19,45,59,40,42,Low
33,44,94,37,354,Low
26,70,74,60,304,Low
30,70,232,70,961,Low
22,56,76,70,400,Low
34,94,113,79,791,Moderate
20,90,159,65,394,Moderate
22,52,210,84,211,Low
30,36,201,87,798,Low
34,73,245,74,913,Moderate
20,86,106,79,92,Low
20,50,183,85,693,Low
35,77,31,69,254,Low
26,67,123,53,345,Low
27,34,43,58,401,Low
18,63,13,28,108,Low
16,71,44,81,237,Low
31,31,158,65,534,Low
23,60,199,64,805,Low
20,78,221,73,621,Moderate
22,77,193,58,440,Low
26,44,244,64,699,Low
20,38,118,53,719,Low
16,72,213,53,786,Low
24,54,237,63,368,Low
24,75,163,47,497,Low
22,52,128,24,534,Low
33,84,181,33,852,Low
22,36,128,79,619,Low
21,79,1,63,915,Low
25,93,56,83,34,Low
22,32,47,56,533,Low
23,63,191,84,770,Low
22,59,191,77,709,Low
15,41,59,59,323,Low
27,61,34,85,70,Low
19,76,22,64,86,Low
18,45,164,61,918,Low
25,56,66,88,520,Low
32,75,217,54,724,Low
20,64,115,56,478,Low
29,95,74,89,483,Low
16,40,127,77,96,Low
21,43,204,84,714,Low
20,45,77,49,515,Low
25,56,140,90,873,Low
26,88,145,80,185,Low
34,44,150,70,213,Low
15,47,86,50,30,Low
29,32,91,40,757,Low
22,47,11,79,29,Low
32,53,19,59,617,Low
24,38,103,39,345,Low
15,85,63,27,941,Low
25,78,242,76,422,Moderate
23,91,166,84,573,High
15,32,16,89,168,Low
17,70,148,87,923,Low
33,61,82,89,693,Low
17,88,153,34,230,Low
19,73,141,75,774,Moderate
19,62,75,43,683,Low
25,63,107,28,365,Low
25,70,149,90,657,Low
27,78,200,55,526,Low
22,57,134,65,119,Low
20,88,195,88,950,High
25,62,230,30,587,Low
15,84,183,62,778,Moderate
24,88,188,26,406,Low
27,51,4,57,271,Low
19,71,51,38,657,Low
35,77,250,65,281,Moderate
30,64,3,78,876,Low
32,90,164,60,150,Low
22,43,139,53,832,Low
22,35,94,40,251,Low
32,45,154,49,283,Low
24,91,61,28,880,Low
35,47,211,48,41,Low
25,55,151,62,745,Low
16,63,35,88,267,Low
21,32,227,88,814,Low
16,50,119,49,345,Low
17,63,101,62,629,Low
28,76,131,78,678,Moderate
18,68,140,38,673,Low
33,65,52,90,506,Low
34,75,92,39,612,Low
17,82,107,74,315,Moderate
20,86,168,84,127,Low
33,82,76,69,147,Low
28,49,13,30,766,Low
28,31,224,37,482,Low
30,74,69,87,542,Low
25,44,20,30,590,Low
26,37,90,73,828,Low
19,60,208,34,683,Low
25,47,245,78,823,Low
27,66,134,24,919,Low
30,42,0,73,436,Low
18,86,62,72,259,Low
19,64,203,23,197,Low
19,68,92,31,987,Low
15,30,223,78,698,Low
34,92,156,49,163,Low
25,71,228,50,910,Low
22,34,79,32,301,Low
15,92,171,53,857,Low
26,64,155,32,628,Low
23,92,124,43,57,Low
33,62,81,23,126,Low
17,57,61,36,421,Low
34,57,146,33,617,Low
32,69,17,40,361,Low
31,36,64,65,593,Low
18,85,224,84,934,Moderate
33,66,31,46,681,Low
26,82,145,66,825,Moderate
28,32,153,35,750,Low
26,30,69,72,521,Low
15,95,30,26,456,Low
19,44,58,23,772,Low
25,76,111,72,771,Moderate
16,53,118,26,965,Low
30,36,237,55,334,Low
24,58,139,27,796,Low
27,53,32,48,835,Low
35,61,235,81,186,Low
23,30,144,85,175,Low
30,58,194,42,392,Low
22,31,183,20,407,Low
22,60,165,32,76,Low
24,82,9,20,582,Low
15,36,230,41,584,Low
25,94,66,31,931,Low
32,66,37,71,440,Low
27,78,223,64,722,Moderate
28,50,92,74,409,Low
31,49,242,83,145,Low
33,75,148,29,330,Low
35,33,79,26,436,Low
27,84,68,44,765,Low
16,87,69,76,402,Low
19,41,160,55,874,Low
35,90,201,40,886,Low
34,46,244,42,830,Low
32,85,9,57,803,Low
19,31,242,77,976,Low
23,53,96,69,133,Low
25,88,42,68,628,Low
34,91,92,90,542,Moderate
25,71,175,83,274,Moderate
31,90,38,59,262,Low
33,70,112,60,601,Low
22,33,231,41,422,Low
33,73,9,61,518,Low
19,51,44,51,308,Low
18,77,208,78,155,Low
22,84,10,54,147,Low
21,53,18,35,529,Low
18,86,136,90,896,High
19,67,34,36,224,Low
35,33,70,82,328,Low
22,45,187,41,780,Low
18,30,33,66,389,Low
29,87,192,27,265,Low
33,34,91,39,586,Low
31,58,60,57,359,Low
29,92,9,69,659,Low
31,30,191,86,486,Low
16,67,76,80,512,Low
19,46,247,90,974,Low
33,60,183,63,352,Low
24,63,14,87,934,Low
32,92,136,77,656,High
24,81,159,22,112,Low
15,35,10,62,61,Low
30,75,86,21,746,Low
29,31,112,74,576,Low
15,88,199,78,397,High
21,41,242,65,708,Low
29,81,84,59,982,Low
15,50,122,82,663,Low
35,77,0,61,22,Low
32,74,218,32,851,Low
25,90,64,82,911,Low
29,95,4,43,335,Low
22,40,52,26,605,Low
18,50,220,40,724,Low
24,84,203,67,654,Moderate
15,92,155,22,611,Low
17,85,114,21,278,Low
25,89,220,83,699,High
35,73,24,50,919,Low
19,39,176,25,433,Low
16,77,38,76,867,Low
35,38,76,78,834,Low
15,39,207,42,157,Low
26,91,35,77,648,Low
25,89,176,35,229,Low
24,71,63,82,818,Low
29,70,59,65,383,Low
22,95,23,60,196,Low
17,72,35,46,810,Low
28,81,236,70,585,Moderate
19,61,0,63,529,Low
27,43,89,62,240,Low
17,45,130,82,722,Low
19,30,75,64,399,Low
35,46,236,49,388,Low
32,76,51,87,109,Low
25,34,114,74,811,Low
25,49,219,39,404,Low
35,33,77,52,453,Low
21,79,93,58,964,Low
19,86,42,50,732,Low
26,82,124,50,709,Low
20,59,205,59,991,Low
34,87,211,46,261,Low
24,71,20,59,501,Low
27,84,38,64,988,Low
17,79,191,25,83,Low
33,63,41,39,494,Low
18,75,79,81,768,Low
20,95,45,23,604,Low
18,69,24,79,405,Low
15,80,130,46,866,Low
17,35,112,84,498,Low
29,47,2,83,0,Low
35,89,20,81,433,Low
35,64,92,57,143,Low
16,36,209,20,245,Low
18,70,79,59,597,Low
20,79,16,64,2,Low
16,69,35,35,145,Low
21,46,32,74,707,Low
19,30,38,27,318,Low
21,53,152,75,382,Low
19,75,171,59,363,Low
25,61,113,37,355,Low
34,79,80,26,487,Low
30,39,141,74,661,Low
17,68,134,83,994,Low
31,91,135,75,649,High
20,30,0,67,402,Low
29,94,121,57,686,Low
32,42,94,63,119,Low
24,43,71,84,409,Low
32,34,133,55,449,Low
33,74,16,65,144,Low
24,46,31,90,637,Low
24,68,225,70,260,Low
26,62,58,59,36,Low
21,63,29,41,828,Low
15,56,9,56,343,Low
21,75,21,51,148,Low
34,74,158,53,188,Low
30,43,174,36,883,Low
24,37,107,79,467,Low
24,81,110,65,768,Moderate
22,47,123,46,379,Low
16,46,173,87,253,Low
31,30,149,69,410,Low
17,32,48,30,162,Low
18,47,193,53,603,Low
21,88,200,44,435,Low
16,42,85,77,772,Low
21,33,146,29,934,Low
15,91,130,26,160,Low
20,39,32,33,791,Low
24,92,18,40,666,Low
35,95,40,20,206,Low
29,34,157,71,437,Low
34,31,79,39,726,Low
33,34,169,41,977,Low
29,79,89,57,307,Low
32,95,10,56,838,Low
31,58,191,22,173,Low
30,92,76,62,878,Low
33,41,89,59,254,Low
34,65,239,66,389,Low
17,31,242,52,469,Low
32,79,174,62,419,Moderate
21,49,210,84,552,Low
32,63,56,31,721,Low
27,93,109,57,867,Low
32,49,189,72,529,Low
33,47,73,39,192,Low
23,50,243,40,356,Low
31,31,112,69,386,Low
35,55,49,55,17,Low
29,55,228,56,16,Low
17,84,160,60,279,Low
31,51,193,89,381,Low
31,69,227,81,679,Low
18,43,247,62,237,Low
23,62,84,29,891,Low
17,41,24,37,294,Low
17,71,31,87,154,Low
35,60,130,44,967,Low
16,81,81,52,866,Low
26,85,96,46,572,Low
32,53,125,57,877,Low
23,53,195,67,879,Low
18,36,207,87,959,Low
24,79,114,24,707,Low
22,32,217,79,614,Low
23,48,185,66,535,Low
18,47,169,29,443,Low
17,59,18,27,599,Low
33,31,91,76,193,Low
28,63,37,70,860,Low
24,55,37,21,912,Low
23,56,76,67,162,Low
21,49,184,73,239,Low
26,75,113,72,415,Moderate
33,49,125,42,209,Low
22,52,88,64,90,Low
20,86,174,52,738,Low
15,84,6,86,627,Low
30,92,195,31,385,Low
29,70,109,61,272,Low
25,78,124,52,302,Low
33,90,141,67,830,Moderate
34,87,151,60,138,Low
26,80,226,48,825,Low
27,49,115,46,109,Low
19,67,107,81,641,Low
21,63,68,63,509,Low
22,71,31,49,441,Low
29,40,27,42,218,Low
34,41,105,36,395,Low
26,67,193,47,256,Low
22,53,49,33,648,Low
18,94,139,51,511,Low
35,58,11,79,114,Low
30,95,216,71,394,High
30,94,57,27,595,Low
29,75,102,49,25,Low
33,30,144,65,313,Low
34,69,24,26,720,Low
22,74,138,51,682,Low
27,93,235,50,646,Low
20,53,150,75,753,Low
21,71,105,34,682,Low
24,66,46,89,655,Low
24,69,116,75,994,Low
24,31,162,60,816,Low
20,56,24,20,25,Low
33,48,209,27,674,Low
26,93,140,65,497,Moderate
19,79,233,32,744,Low
24,74,119,72,393,Moderate
18,48,112,24,708,Low
28,55,104,84,276,Low
16,78,62,40,620,Low
29,63,98,48,233,Low
30,87,50,76,460,Low
25,31,163,31,329,Low
30,48,25,26,532,Low
22,42,218,37,937,Low
24,54,244,38,258,Low
33,67,52,81,934,Low
25,49,107,86,195,Low
34,30,224,42,980,Low
32,41,100,85,835,Low
27,91,246,55,471,Low
33,69,183,25,97,Low
27,59,243,87,859,Low
34,88,99,26,66,Low
18,50,201,47,29,Low
28,69,213,67,510,Low
24,47,221,27,467,Low
19,67,10,51,210,Low
34,54,23,27,997,Low
16,58,82,52,131,Low
29,48,162,34,63,Low
16,89,114,86,184,Low
18,44,174,59,54,Low
23,37,60,31,431,Low
22,79,171,43,179,Low
20,66,96,77,312,Low
32,59,106,44,911,Low
19,35,72,26,949,Low
33,43,121,60,447,Low
26,90,230,28,867,Low
23,66,99,73,487,Low
22,48,71,78,964,Low
22,70,130,70,610,Low
18,61,96,33,462,Low
25,93,202,32,131,Low
21,75,107,72,520,Moderate
21,33,232,58,575,Low
25,92,17,79,943,Low
27,90,66,83,535,Low
24,54,245,86,456,Low
30,52,73,62,515,Low
35,84,36,77,192,Low
30,63,72,22,212,Low
33,68,102,28,439,Low
31,58,193,33,371,Low
24,46,135,22,194,Low
19,84,67,21,105,Low
31,37,88,46,567,Low
34,66,89,56,225,Low
31,39,114,23,436,Low
30,59,28,76,613,Low
22,32,104,29,942,Low
31,74,214,20,102,Low
15,71,248,74,251,Moderate
17,44,135,23,413,Low
29,53,15,85,615,Low
30,50,155,80,553,Low
16,85,184,78,854,Moderate
20,69,21,89,113,Low
20,55,73,89,962,Low
23,55,197,21,135,Low
31,81,241,30,655,Low
15,91,26,25,880,Low
34,73,99,56,450,Low
35,63,221,73,149,Low
22,95,182,86,936,High
21,39,187,20,385,Low
30,77,41,31,954,Low
27,89,37,75,932,Low
35,81,191,37,328,Low
18,95,21,26,695,Low
15,37,128,66,25,Low
24,87,10,65,798,Low
27,34,201,73,937,Low
24,42,61,68,519,Low
16,45,78,86,13,Low
17,64,210,65,458,Low
20,49,123,35,696,Low
23,81,225,34,613,Low
20,59,31,77,70,Low
32,57,173,48,832,Low
23,68,175,25,348,Low
31,51,70,33,447,Low
29,60,2,84,551,Low
26,78,234,83,215,Moderate
34,48,237,85,549,Low
17,80,5,87,1000,Low
34,81,112,32,397,Low
30,94,128,27,221,Low
24,93,98,87,566,Moderate
16,42,200,56,105,Low
21,30,39,73,541,Low
15,49,169,22,49,Low
24,35,86,85,178,Low
19,65,137,24,898,Low
35,72,171,55,786,Low
35,51,82,89,420,Low
17,69,106,41,707,Low
21,69,88,37,270,Low
32,68,14,78,654,Low
16,73,127,61,641,Moderate
17,37,47,78,121,Low
34,89,249,20,483,Low
28,42,129,23,99,Low
33,92,168,67,227,Moderate
35,93,34,50,870,Low
30,95,151,32,839,Low
16,32,114,62,848,Low
18,94,7,44,181,Low
17,40,244,26,514,Low
32,64,13,40,265,Low
28,32,4,53,426,Low
22,83,175,33,894,Low
31,63,6,45,470,Low
28,82,7,70,808,Low
34,82,105,75,784,Moderate
31,62,57,50,494,Low
32,94,53,55,165,Low
22,59,54,74,95,Low
35,67,62,83,162,Low
33,62,147,50,591,Low
27,58,153,66,393,Low
17,79,179,55,824,Low
34,81,113,42,176,Low
31,35,92,51,715,Low
24,50,73,21,62,Low
16,60,148,36,492,Low
15,41,16,28,591,Low
25,43,192,39,195,Low
30,78,229,35,994,Low
25,33,195,61,281,Low
25,80,9,55,368,Low
26,34,43,61,990,Low
24,51,123,20,453,Low
32,83,176,67,29,Low
15,63,116,60,906,Low
17,63,34,35,92,Low
23,80,127,89,501,Moderate
19,39,75,28,345,Low
35,39,129,37,331,Low
23,77,191,32,706,Low
25,87,60,55,524,Low
26,86,91,67,502,Moderate
30,44,202,48,345,Low
21,30,117,65,667,Low
33,68,66,77,799,Low
22,84,84,87,559,Moderate
16,58,156,56,28,Low
23,88,112,45,758,Low
18,82,110,61,305,Moderate
31,88,128,57,737,Low
35,90,63,68,896,Low
18,76,85,79,282,Moderate
30,74,108,76,255,Moderate
29,66,178,66,793,Low
15,50,139,78,674,Low
18,88,110,48,34,Low
30,43,245,20,53,Low
33,43,182,65,881,Low
24,33,224,84,787,Low
19,66,149,38,493,Low
25,65,131,60,831,Low
34,37,92,71,52,Low
17,63,230,49,511,Low
28,80,75,39,493,Low
17,85,12,23,89,Low
34,93,132,54,49,Low
20,86,126,22,624,Low
19,84,120,51,498,Low
25,39,1,44,420,Low
34,79,28,44,830,Low
25,35,118,38,165,Low
19,54,173,47,801,Low
20,83,234,24,276,Low
19,35,137,37,126,Low
19,40,249,69,238,Low
18,51,44,58,518,Low
20,92,144,20,481,Low
32,76,119,71,862,Moderate
23,94,60,25,800,Low
24,50,109,53,596,Low
28,69,196,20,706,Low
31,68,175,29,87,Low
35,77,161,33,808,Low
32,52,136,66,458,Low
21,70,95,89,573,Low
15,70,122,50,633,Low
29,89,76,63,881,Low
25,59,250,53,984,Low
17,34,122,59,578,Low
20,45,110,56,899,Low
33,73,47,46,100,Low
16,52,111,60,206,Low
26,57,132,62,351,Low
16,53,117,49,402,Low
17,87,242,27,466,Low
33,60,24,59,149,Low
29,45,100,62,326,Low
32,75,128,55,702,Low
31,52,126,51,843,Low
25,57,135,42,119,Low
20,33,81,29,18,Low
28,39,209,88,452,Low
20,79,216,32,20,Low
33,90,34,83,145,Low
35,66,122,75,675,Low
24,82,182,68,943,Moderate
33,32,58,54,573,Low
24,52,224,23,15,Low
16,41,217,40,898,Low
35,75,67,45,670,Low
23,67,103,84,525,Low
15,61,241,36,593,Low
25,32,208,34,293,Low
32,64,54,62,730,Low
29,94,33,21,639,Low
23,75,97,62,268,Moderate
31,51,144,66,442,Low
20,64,190,65,227,Low
30,36,150,63,660,Low
22,42,50,58,644,Low
17,37,34,46,660,Low
27,88,13,43,981,Low
22,31,151,84,298,Low
27,53,187,67,606,Low
17,93,117,44,982,Low
21,38,152,51,853,Low
16,37,11,75,77,Low
24,84,20,53,345,Low
23,61,43,70,779,Low
15,56,167,78,152,Low
15,73,16,54,936,Low
16,72,58,65,452,Low
21,33,85,77,913,Low
20,59,28,37,469,Low
26,32,148,67,852,Low
17,63,110,43,409,Low
15,89,174,20,580,Low
20,57,81,79,979,Low
21,38,183,45,582,Low
34,88,240,68,400,Moderate
18,47,89,90,823,Low
17,50,154,26,718,Low
27,45,118,52,224,Low
25,66,72,75,985,Low
18,69,35,52,548,Low
35,51,117,51,624,Low
29,34,136,78,524,Low
21,75,188,34,834,Low
32,90,51,40,467,Low
32,31,114,44,800,Low
19,50,158,53,299,Low
16,75,154,30,774,Low
24,91,59,45,990,Low
17,63,99,58,527,Low
16,82,147,26,549,Low
27,55,219,71,927,Low
24,56,203,25,346,Low
32,87,115,90,183,Low
15,68,21,38,542,Low
31,59,190,73,637,Low
29,44,107,21,797,Low
28,79,16,56,146,Low
28,30,30,22,451,Low
35,56,124,78,876,Low
23,47,151,35,715,Low
15,71,72,70,766,Low
21,32,237,27,470,Low
20,90,167,87,246,Moderate
26,55,56,78,573,Low
27,68,84,63,788,Low
25,61,21,69,793,Low
30,85,182,32,343,Low
18,72,201,28,964,Low
22,32,187,69,211,Low
22,33,81,68,265,Low
27,92,4,76,382,Low
27,81,98,43,945,Low
15,37,224,31,608,Low
27,93,35,52,368,Low
20,59,152,56,412,Low
27,75,0,68,61,Low
15,92,55,72,43,Low
23,43,40,31,863,Low
19,93,147,54,997,Low
21,38,9,60,459,Low
25,46,216,50,377,Low
34,67,241,65,420,Low
15,95,246,46,560,Low
33,92,232,75,404,High
19,49,37,89,679,Low
30,90,88,49,132,Low
34,88,115,55,118,Low
29,59,24,52,193,Low
32,40,11,28,299,Low
18,31,16,87,833,Low
16,47,221,38,249,Low
22,80,48,39,4,Low
30,44,52,54,658,Low
18,53,61,75,652,Low
21,40,57,40,63,Low
16,52,217,35,812,Low
25,92,134,42,964,Low
23,94,98,55,799,Low
29,71,53,79,194,Low
30,76,38,75,940,Low
30,69,69,54,808,Low
26,64,102,47,258,Low
34,81,110,45,438,Low
27,52,37,83,755,Low
24,47,236,66,469,Low
18,34,221,59,914,Low
17,32,240,32,627,Low
28,84,212,20,767,Low
28,72,34,28,758,Low
21,52,31,86,141,Low
23,80,215,67,763,Moderate
35,35,38,76,924,Low
15,48,220,26,944,Low
23,67,132,62,285,Low
21,68,247,32,822,Low
15,63,219,27,385,Low
15,64,121,46,890,Low
17,69,196,47,878,Low
29,84,170,74,74,Low
28,93,186,39,651,Low
31,93,234,43,156,Low
25,58,38,71,342,Low
28,37,237,31,180,Low
24,55,1,43,350,Low
19,91,74,51,904,Low
29,54,35,63,262,Low
27,86,113,59,580,Low
18,35,27,45,485,Low
24,75,219,81,789,Moderate
20,78,131,86,247,Moderate
35,50,112,76,340,Low
19,45,106,59,426,Low
33,94,66,31,697,Low
22,68,227,62,476,Low
18,78,125,49,589,Low
32,92,46,29,206,Low
27,58,79,61,724,Low
22,35,220,41,981,Low
27,82,205,84,876,Moderate
21,65,76,63,285,Low
31,52,132,33,786,Low
32,68,186,40,865,Low
20,45,75,60,153,Low
32,81,146,24,63,Low
29,41,38,36,72,Low
35,80,58,68,182,Low
24,93,122,51,883,Low
35,41,66,75,569,Low
33,73,184,27,623,Low
32,72,166,88,927,Moderate
15,73,113,45,262,Low
16,36,230,27,109,Low
31,57,217,61,571,Low
35,93,19,30,814,Low
16,74,17,42,955,Low
21,92,226,35,740,Low
29,49,24,41,206,Low
25,83,36,64,958,Low
20,91,108,58,505,Low
28,39,41,32,167,Low
25,63,62,72,736,Low
33,62,201,47,448,Low
23,75,186,49,788,Low
24,63,164,82,50,Low
31,61,55,35,281,Low
18,63,47,50,156,Low
16,59,43,65,877,Low
16,63,240,34,635,Low
31,43,229,89,359,Low
15,67,249,24,756,Low
30,62,142,45,209,Low
25,91,153,89,822,High
15,94,62,42,597,Low
21,53,2,56,610,Low
31,64,82,26,978,Low
24,57,48,76,692,Low
24,82,103,68,238,Moderate
21,48,87,54,108,Low
24,76,99,66,381,Moderate
20,39,169,63,413,Low
33,91,115,88,124,Low
19,93,225,80,230,Moderate
28,72,248,25,389,Low
33,60,243,80,924,Low
35,81,68,57,803,Low
33,49,166,54,295,Low
19,31,162,57,720,Low
15,68,233,63,938,Low
28,55,133,57,859,Low
21,40,248,84,469,Low
18,75,140,82,724,Moderate
29,67,222,21,946,Low
32,92,52,20,936,Low
27,95,240,89,991,High
35,50,97,66,375,Low
15,67,185,86,202,Low
23,50,77,59,174,Low
19,78,120,81,525,Moderate
32,54,15,62,62,Low
32,56,11,44,528,Low
31,53,213,62,291,Low
31,71,112,36,324,Low
32,93,105,28,920,Low
26,69,118,32,824,Low
26,35,188,55,412,Low
29,46,205,47,767,Low
20,71,101,44,946,Low
22,75,222,36,629,Low
16,95,139,43,681,Low
19,95,247,64,654,Moderate
27,91,139,48,173,Low
25,62,239,86,296,Low
26,50,246,35,415,Low
19,52,72,64,687,Low
31,60,241,54,778,Low
18,43,50,42,581,Low
24,63,138,40,976,Low
31,31,206,83,287,Low
35,77,128,80,304,Moderate
16,65,161,57,313,Low
28,68,81,28,120,Low
19,69,155,75,525,Low
15,61,140,26,206,Low
22,93,124,21,348,Low
17,74,99,49,936,Low
33,52,196,39,40,Low
26,43,213,46,690,Low
35,52,3,74,22,Low
22,58,106,43,124,Low
32,57,81,70,762,Low
28,86,212,55,793,Low
28,94,176,53,39,Low
20,88,30,67,845,Low
25,59,48,39,620,Low
34,71,116,60,628,Low
20,81,195,59,889,Low
26,86,113,21,484,Low
21,51,127,79,35,Low
22,38,232,80,489,Low
35,42,2,55,688,Low
29,71,86,25,351,Low
17,53,172,74,361,Low
18,50,22,84,648,Low
26,51,203,37,43,Low
19,49,200,30,819,Low
15,82,49,87,569,Low
21,70,20,37,300,Low
20,61,93,60,110,Low
21,44,175,87,368,Low
22,73,90,30,550,Low
29,47,237,41,14,Low
34,57,134,46,678,Low
16,58,182,75,696,Low
27,87,171,29,787,Low
19,64,110,60,700,Low
23,60,166,83,850,Low
34,45,201,38,348,Low
20,66,138,89,573,Low
31,34,152,86,210,Low
18,46,8,57,309,Low
24,49,176,74,849,Low
21,64,218,34,315,Low
35,44,28,29,453,Low
16,93,84,28,67,Low
31,50,18,45,516,Low
30,91,75,67,37,Low
33,52,246,49,427,Low
35,79,205,64,996,Moderate
22,78,119,64,352,Moderate
21,30,238,64,180,Low
26,35,89,39,863,Low
18,95,150,34,702,Low
17,75,235,40,644,Low
19,92,67,22,898,Low
26,77,198,57,680,Low
34,74,81,38,83,Low
35,31,182,27,662,Low
23,34,58,56,140,Low
35,40,10,54,880,Low
26,78,116,86,111,Low
16,57,42,40,127,Low
19,34,98,72,11,Low
35,95,133,45,215,Low
35,55,91,49,965,Low
26,30,96,42,201,Low
24,85,206,33,524,Low
32,69,219,21,233,Low
34,62,29,85,810,Low
17,41,107,37,349,Low
17,88,20,85,382,Low
33,48,185,73,940,Low
31,68,194,68,107,Low
24,51,125,37,770,Low
32,67,100,41,790,Low
35,32,128,65,799,Low
30,36,34,34,753,Low
19,92,80,61,489,Low
33,31,239,29,145,Low
24,42,37,64,781,Low
19,75,38,33,455,Low
32,58,195,24,163,Low
34,46,69,53,142,Low
19,95,108,46,108,Low
24,70,144,85,609,Low
17,68,77,83,112,Low
24,80,172,53,105,Low
35,78,51,60,337,Low
15,46,224,58,900,Low
27,31,237,45,247,Low
32,76,7,84,96,Low
29,84,191,60,772,Low
29,53,46,61,911,Low
26,49,202,67,502,Low
32,61,20,56,249,Low
19,49,157,88,272,Low
31,68,8,81,492,Low
35,30,59,82,74,Low
24,59,8,84,57,Low
16,77,58,60,247,Low
30,43,200,52,831,Low
33,84,184,59,936,Low
30,80,216,31,273,Low
31,72,57,70,764,Low
24,70,245,22,317,Low
27,77,218,68,459,Moderate
33,66,44,74,105,Low
15,92,47,70,192,Low
21,33,225,33,618,Low
18,84,105,87,599,Moderate
31,62,217,59,621,Low
18,40,126,20,236,Low
22,48,199,90,607,Low
22,63,150,52,876,Low
29,58,48,43,308,Low
35,68,131,32,727,Low
15,86,155,76,177,Low
19,48,169,43,421,Low
17,78,230,45,296,Low
21,94,25,53,371,Low
27,31,245,54,386,Low
25,57,49,75,716,Low
22,65,36,49,596,Low
26,35,74,90,884,Low
21,74,209,34,481,Low
28,90,184,78,88,Low
29,42,54,76,633,Low
17,56,35,29,865,Low
18,86,33,79,64,Low
32,70,169,89,820,Low
28,64,246,54,832,Low
21,85,74,54,961,Low
18,61,71,62,936,Low
16,82,52,82,427,Low
26,84,49,85,142,Low
15,71,124,66,234,Moderate
34,56,225,58,268,Low
16,86,107,46,573,Low
19,52,64,72,714,Low
21,47,125,72,906,Low
35,47,39,38,600,Low
30,77,6,45,439,Low
30,30,147,86,69,Low
35,80,62,67,101,Low
22,92,93,49,130,Low
25,83,119,26,407,Low
28,82,94,51,563,Low
32,44,232,60,184,Low
26,82,225,34,804,Low
31,74,230,21,219,Low
